thumb,index,middle,label
0,181,422,3
0,178,426,3
0,181,427,3
0,181,426,3
0,177,425,3
0,181,415,3
0,181,425,3
0,180,421,3
0,183,423,3
0,182,426,3
0,179,422,3
0,181,427,3
0,179,426,3
0,179,426,3
0,181,426,3
0,176,427,3
0,181,427,3
0,179,427,3
0,182,425,3
0,182,422,3
0,179,418,3
0,181,411,3
0,181,422,3
0,182,429,3
0,181,427,3
0,183,427,3
0,182,422,3
0,183,427,3
0,181,425,3
0,183,426,3
0,181,425,3
0,183,421,3
0,183,426,3
0,201,423,3
0,179,425,3
0,180,426,3
0,183,427,3
0,182,427,3
0,183,422,3
0,181,415,3
0,182,419,3
0,178,417,3
0,181,413,3
0,181,420,3
0,183,423,3
0,183,417,3
0,182,423,3
0,182,421,3
0,183,417,3
0,183,410,3
0,182,399,3
0,181,405,3
0,182,410,3
0,183,418,3
0,182,401,3
0,183,414,3
0,183,407,3
0,182,427,3
0,181,422,3
0,182,429,3
0,182,426,3
0,182,432,3
0,181,431,3
0,183,432,3
0,185,431,3
0,183,431,3
0,183,432,3
0,182,432,3
0,183,432,3
0,181,431,3
0,184,432,3
0,181,432,3
0,182,432,3
0,182,432,3
0,182,432,3
0,183,432,3
0,183,432,3
0,182,430,3
0,184,431,3
0,184,426,3
0,181,432,3
0,185,414,3
0,183,414,3
0,183,411,3
0,183,414,3
0,183,422,3
0,183,410,3
0,187,412,3
0,181,417,3
0,185,417,3
0,183,418,3
0,183,416,3
0,185,422,3
0,183,420,3
0,183,421,3
0,183,424,3
0,185,425,3
0,185,431,3
0,185,421,3
0,185,429,3
0,176,428,3
0,185,431,3
0,183,431,3
0,183,430,3
0,183,430,3
0,182,432,3
0,185,432,3
0,186,431,3
0,187,432,3
0,183,432,3
0,183,435,3
0,183,435,3
0,185,432,3
0,185,432,3
0,183,432,3
0,183,432,3
0,183,431,3
0,185,432,3
0,183,432,3
0,187,432,3
0,186,432,3
0,185,434,3
0,185,432,3
0,183,433,3
0,185,433,3
0,183,435,3
0,184,433,3
0,181,431,3
0,185,434,3
0,181,433,3
0,185,433,3
0,184,434,3
0,185,436,3
0,183,434,3
0,185,437,3
0,183,438,3
0,162,438,3
0,186,435,3
0,185,447,3
0,186,437,3
0,185,439,3
0,186,437,3
0,185,438,3
0,187,438,3
0,186,442,3
0,185,442,3
0,187,443,3
0,191,441,3
0,183,441,3
0,186,432,3
0,187,442,3
0,186,438,3
0,186,442,3
0,184,442,3
0,187,439,3
0,183,441,3
0,186,442,3
0,186,441,3
0,186,442,3
0,186,443,3
0,182,443,3
0,187,443,3
0,186,443,3
0,183,441,3
0,187,443,3
0,185,441,3
0,185,443,3
0,186,440,3
0,186,441,3
0,185,439,3
0,183,441,3
0,187,441,3
0,198,437,3
0,187,440,3
0,187,465,3
0,185,443,3
167,185,445,3
310,187,443,3
399,186,444,3
426,185,444,3
399,186,443,3
378,186,448,3
0,186,445,3
0,185,446,3
0,186,448,3
0,188,448,3
0,183,448,3
0,186,447,3
0,185,447,3
0,182,448,3
0,183,448,3
0,182,447,3
0,184,451,3
0,186,450,3
0,185,450,3
0,183,451,3
0,185,449,3
0,189,449,3
0,187,449,3
0,185,451,3
0,187,450,3
0,187,451,3
0,185,451,3
0,187,450,3
0,187,450,3
0,187,450,3
0,190,452,3
0,186,451,3
0,187,454,3
0,186,452,3
0,187,451,3
0,189,451,3
0,187,441,3
0,186,451,3
0,185,451,3
0,189,451,3
0,184,452,3
0,177,453,3
0,187,452,3
0,189,430,3
0,188,453,3
0,187,454,3
0,190,454,3
0,190,458,3
0,191,453,3
0,189,455,3
0,189,453,3
0,189,455,3
0,190,454,3
0,190,452,3
0,188,455,3
0,189,454,3
0,190,455,3
0,189,455,3
0,191,453,3
0,189,453,3
0,189,453,3
0,191,454,3
0,187,450,3
0,190,452,3
0,189,452,3
0,189,449,3
0,186,436,3
0,190,437,3
0,190,447,3
0,189,445,3
0,189,442,3
0,190,443,3
0,190,442,3
0,190,445,3
0,189,446,3
0,191,441,3
0,188,446,3
0,188,443,3
0,191,446,3
0,191,437,3
90,80,55,4
94,80,63,4
94,81,62,4
87,82,58,4
95,80,63,4
100,82,64,4
93,84,65,4
100,83,67,4
101,84,66,4
98,84,68,4
100,82,66,4
101,83,65,4
107,85,69,4
100,85,65,4
99,83,65,4
87,82,67,4
97,83,64,4
87,81,64,4
78,83,66,4
94,80,49,4
87,71,63,4
82,69,55,4
85,75,55,4
95,77,60,4
96,78,63,4
101,79,58,4
99,77,57,4
96,78,60,4
95,80,55,4
96,80,61,4
97,80,55,4
102,79,59,4
102,82,60,4
107,80,61,4
96,80,61,4
111,80,53,4
98,82,59,4
97,80,64,4
107,82,59,4
102,81,63,4
111,81,64,4
97,80,64,4
97,83,60,4
94,83,65,4
103,82,65,4
104,82,61,4
107,82,64,4
100,83,64,4
107,82,66,4
110,85,64,4
110,84,64,4
103,84,64,4
109,83,69,4
98,83,67,4
107,82,70,4
104,86,70,4
96,84,69,4
112,83,67,4
112,86,69,4
109,83,69,4
109,84,68,4
108,86,69,4
108,85,69,4
107,85,69,4
111,82,74,4
105,82,70,4
110,84,73,4
106,83,71,4
106,83,58,4
109,85,67,4
107,83,73,4
109,85,64,4
102,84,65,4
106,77,66,4
101,83,71,4
111,87,71,4
112,86,68,4
113,85,68,4
106,85,64,4
105,83,65,4
101,85,67,4
96,86,64,4
91,85,67,4
103,86,67,4
99,77,67,4
103,87,67,4
89,86,70,4
99,85,70,4
97,86,71,4
101,85,68,4
116,86,67,4
115,89,67,4
119,87,67,4
114,85,71,4
122,87,70,4
121,91,70,4
119,87,74,4
119,87,70,4
113,87,74,4
113,85,70,4
123,90,71,4
112,87,70,4
94,87,71,4
118,88,71,4
109,86,73,4
111,87,71,4
115,86,75,4
114,87,76,4
116,87,78,4
115,85,79,4
115,89,79,4
123,86,82,4
125,87,79,4
120,87,79,4
112,87,78,4
114,90,78,4
121,86,78,4
112,97,77,4
119,88,79,4
112,86,78,4
116,71,78,4
118,89,78,4
126,87,98,4
115,87,78,4
128,88,80,4
108,89,80,4
115,87,78,4
119,89,78,4
122,89,80,4
123,90,80,4
112,89,80,4
114,89,80,4
89,90,81,4
115,88,80,4
125,87,80,4
132,90,76,4
176,87,77,4
240,83,68,4
333,97,70,4
398,86,67,4
378,87,53,4
419,89,80,4
423,87,80,4
399,90,79,4
387,89,79,4
390,87,80,4
401,89,76,4
401,87,80,4
400,87,79,4
400,89,80,4
402,89,79,4
374,90,80,4
347,89,80,4
364,88,80,4
361,90,80,4
362,89,79,4
357,89,81,4
368,90,80,4
361,87,55,4
337,89,80,4
358,94,80,4
357,90,80,4
348,90,80,4
310,89,81,4
354,90,77,4
321,87,80,4
265,90,80,4
272,87,81,4
303,91,80,4
306,91,81,4
274,90,81,4
288,90,83,4
272,92,83,4
275,89,83,4
287,91,84,4
314,91,85,4
317,89,81,4
307,91,80,4
320,90,85,4
319,89,81,4
316,91,83,4
317,91,85,4
283,90,82,4
265,92,81,4
261,90,81,4
189,91,81,4
140,91,82,4
0,84,81,4
49,91,81,4
0,91,80,4
20,90,78,4
27,94,78,4
57,89,81,4
49,93,79,4
53,91,80,4
54,89,80,4
60,86,81,4
65,87,82,4
68,89,83,4
65,89,81,4
80,87,80,4
81,87,80,4
80,90,82,4
55,89,81,4
77,90,85,4
80,87,85,4
94,90,82,4
98,89,84,4
96,88,84,4
95,90,85,4
98,87,86,4
94,90,86,4
96,110,87,4
99,91,87,4
99,92,90,4
104,92,87,4
106,91,87,4
107,93,87,4
107,91,87,4
108,93,87,4
96,89,90,4
112,90,96,4
108,92,90,4
105,91,87,4
109,89,86,4
106,91,90,4
109,91,90,4
112,91,88,4
104,91,85,4
99,91,90,4
105,110,89,4
109,91,86,4
102,93,112,4
111,94,86,4
106,91,90,4
106,91,91,4
102,90,87,4
102,89,87,4
101,91,87,4
98,92,83,4
112,93,90,4
109,105,88,4
107,93,81,4
100,92,84,4
106,93,85,4
106,91,83,4
107,93,84,4
104,93,85,4
107,91,82,4
106,93,82,4
107,90,83,4
107,91,84,4
111,97,85,4
112,91,83,4
113,92,85,4
111,94,83,4
112,94,84,4
112,93,83,4
107,94,85,4
112,92,86,4
113,94,89,4
103,91,88,4
114,93,85,4
112,91,84,4
112,94,84,4
111,93,84,4
114,94,85,4
114,94,81,4
112,94,82,4
113,94,85,4
110,94,86,4
112,95,84,4
113,95,85,4
118,94,90,4
112,94,89,4
118,95,89,4
114,93,85,4
115,94,85,4
119,93,86,4
114,94,85,4
112,94,89,4
114,94,86,4
113,93,87,4
116,96,87,4
113,95,86,4
114,93,86,4
113,93,89,4
115,94,84,4
117,95,81,4
117,96,93,4
119,94,80,4
117,94,85,4
125,94,89,4
123,93,87,4
124,95,90,4
128,95,89,4
125,96,90,4
126,97,87,4
125,97,91,4
127,87,87,4
128,95,92,4
123,94,87,4
119,94,89,4
125,95,91,4
90,95,90,4
112,93,86,4
126,91,90,4
126,93,89,4
128,95,94,4
126,93,91,4
125,94,91,4
128,94,92,4
125,96,91,4
125,93,87,4
128,93,89,4
128,96,81,4
131,92,89,4
128,95,91,4
132,94,89,4
130,95,89,4
128,96,87,4
131,94,89,4
128,94,87,4
130,96,89,4
128,95,81,4
128,95,86,4
126,95,87,4
128,96,89,4
128,95,90,4
128,94,88,4
128,94,91,4
128,95,93,4
129,94,91,4
130,112,93,4
132,95,93,4
133,94,83,4
130,95,94,4
135,95,93,4
135,95,91,4
134,96,95,4
130,96,94,4
130,95,93,4
142,95,86,4
129,94,91,4
123,85,93,4
128,95,92,4
129,94,93,4
138,95,91,4
128,96,95,4
138,96,93,4
131,99,93,4
131,94,94,4
132,94,94,4
129,95,94,4
126,96,93,4
128,95,94,4
129,94,94,4
130,96,93,4
133,94,93,4
133,95,96,4
135,96,92,4
138,94,94,4
134,94,92,4
138,97,91,4
139,96,91,4
139,96,92,4
134,96,94,4
135,95,91,4
129,96,86,4
134,95,86,4
137,95,90,4
143,95,82,4
142,97,90,4
139,99,91,4
139,95,89,4
142,95,94,4
141,96,91,4
139,96,93,4
140,96,95,4
138,96,86,4
137,97,90,4
138,96,85,4
144,96,82,4
141,97,88,4
141,97,86,4
134,94,91,4
138,96,80,4
139,91,93,4
140,96,86,4
139,95,67,4
138,97,91,4
141,96,94,4
139,96,87,4
138,95,93,4
138,97,89,4
138,96,82,4
126,96,91,4
140,96,91,4
141,98,82,4
138,96,84,4
144,97,91,4
142,97,95,4
144,94,94,4
144,97,83,4
146,96,95,4
147,97,93,4
147,95,96,4
146,96,96,4
146,97,94,4
147,97,94,4
146,97,94,4
147,97,94,4
149,97,94,4
146,97,93,4
151,97,93,4
147,96,87,4
146,91,93,4
148,96,95,4
158,96,97,4
145,95,83,4
146,97,93,4
147,96,96,4
149,96,98,4
146,96,96,4
146,97,95,4
163,94,94,4
144,95,93,4
145,95,95,4
145,97,96,4
144,96,94,4
144,96,87,4
144,97,94,4
144,96,86,4
144,97,94,4
144,95,96,4
144,97,95,4
146,96,89,4
144,96,94,4
144,96,90,4
142,97,91,4
144,97,84,4
144,95,86,4
144,95,91,4
144,96,95,4
144,98,90,4
144,96,90,4
143,97,94,4
144,98,91,4
144,98,93,4
142,97,94,4
143,96,95,4
143,97,93,4
145,96,95,4
145,97,91,4
146,95,112,4
147,95,98,4
148,96,97,4
146,97,95,4
147,97,94,4
147,96,96,4
148,98,96,4
149,96,95,4
145,97,95,4
160,97,95,4
144,97,94,4
145,98,94,4
144,95,94,4
146,96,97,4
143,96,94,4
144,96,82,4
141,95,85,4
144,96,96,4
144,95,96,4
144,97,96,4
144,97,95,4
144,97,97,4
147,94,96,4
147,98,91,4
149,98,91,4
147,95,93,4
148,96,91,4
151,96,85,4
147,96,92,4
145,94,88,4
143,91,94,4
150,91,94,4
146,91,92,4
145,92,93,4
145,89,96,4
146,92,95,4
146,91,95,4
146,87,87,4
146,87,97,4
146,89,94,4
150,90,95,4
148,87,95,4
146,91,96,4
145,95,95,4
146,90,93,4
128,89,93,4
618,75,362,5
619,77,362,5
622,79,368,5
623,80,368,5
606,78,371,5
615,79,371,5
611,76,370,5
624,75,367,5
614,79,368,5
616,79,368,5
623,77,373,5
624,78,373,5
619,79,371,5
614,80,372,5
590,89,368,5
599,78,369,5
592,79,367,5
592,79,370,5
591,78,373,5
594,80,371,5
640,78,374,5
639,80,374,5
643,78,374,5
643,78,377,5
641,80,375,5
640,80,374,5
640,80,374,5
640,79,374,5
642,79,370,5
645,78,370,5
645,79,368,5
641,79,369,5
645,80,379,5
640,79,379,5
637,78,383,5
642,79,379,5
638,80,380,5
640,78,379,5
641,76,373,5
658,78,379,5
637,78,380,5
641,80,380,5
640,78,379,5
640,75,381,5
643,80,381,5
646,79,381,5
653,79,379,5
647,79,379,5
638,97,382,5
639,79,382,5
638,78,384,5
649,80,382,5
634,80,383,5
641,79,381,5
642,80,383,5
645,80,383,5
642,78,380,5
641,79,382,5
640,79,381,5
635,73,381,5
635,80,383,5
634,80,381,5
635,80,383,5
640,80,381,5
640,80,383,5
642,80,384,5
646,55,384,5
651,80,384,5
649,80,383,5
651,79,384,5
654,80,383,5
646,80,383,5
649,80,384,5
651,80,382,5
640,81,383,5
646,80,383,5
646,80,381,5
648,83,383,5
654,80,382,5
649,80,385,5
655,81,384,5
656,82,382,5
667,81,383,5
653,80,384,5
655,82,383,5
656,82,383,5
656,81,383,5
656,80,383,5
656,80,384,5
654,80,382,5
656,81,384,5
656,80,382,5
656,80,383,5
656,80,384,5
653,81,382,5
647,83,384,5
642,81,384,5
653,81,383,5
649,81,384,5
646,85,384,5
644,80,385,5
649,80,384,5
649,82,385,5
659,81,384,5
658,80,384,5
660,81,384,5
659,82,382,5
667,80,384,5
665,81,384,5
661,82,384,5
663,82,384,5
665,81,384,5
660,81,384,5
660,80,384,5
662,80,382,5
669,81,381,5
661,80,385,5
666,80,384,5
660,80,385,5
663,81,384,5
672,99,384,5
666,81,384,5
665,80,385,5
662,80,384,5
662,80,386,5
666,80,384,5
668,80,386,5
666,80,384,5
667,81,386,5
681,81,361,5
667,83,384,5
666,98,384,5
668,80,384,5
668,80,384,5
670,82,384,5
671,80,384,5
661,80,386,5
668,80,387,5
669,102,387,5
672,80,384,5
674,80,384,5
669,80,385,5
670,83,384,5
670,80,384,5
665,82,386,5
667,81,384,5
661,80,384,5
672,81,386,5
661,82,384,5
662,76,384,5
668,84,384,5
662,82,386,5
667,83,386,5
666,83,387,5
679,81,386,5
669,81,384,5
667,85,387,5
669,81,386,5
669,81,387,5
670,83,386,5
667,82,387,5
668,83,387,5
670,83,388,5
671,82,387,5
665,81,386,5
666,83,386,5
665,83,385,5
666,85,387,5
666,81,385,5
669,83,387,5
667,81,384,5
663,82,373,5
664,77,380,5
661,77,380,5
661,78,386,5
663,78,384,5
667,78,377,5
667,79,384,5
669,77,385,5
667,77,382,5
663,77,375,5
663,77,374,5
663,80,375,5
665,79,383,5
664,80,383,5
661,78,386,5
663,79,368,5
670,78,384,5
665,80,387,5
667,80,373,5
669,79,384,5
665,77,377,5
672,79,378,5
665,79,374,5
665,80,384,5
669,79,379,5
671,78,384,5
663,78,385,5
663,78,385,5
662,79,384,5
659,79,386,5
661,79,386,5
656,80,373,5
656,79,384,5
656,80,387,5
657,80,387,5
659,80,386,5
659,77,386,5
658,79,387,5
656,80,386,5
662,80,369,5
659,80,378,5
655,80,387,5
654,80,385,5
656,80,384,5
656,78,387,5
658,80,388,5
647,79,385,5
656,80,389,5
655,80,390,5
656,80,386,5
655,80,373,5
656,80,389,5
659,79,388,5
652,80,387,5
651,79,387,5
656,79,388,5
640,80,387,5
655,80,391,5
640,78,391,5
655,80,390,5
656,77,390,5
657,79,387,5
656,78,391,5
655,78,390,5
655,78,390,5
655,77,387,5
656,77,390,5
656,78,390,5
656,78,388,5
658,77,390,5
659,77,390,5
657,78,390,5
656,78,390,5
657,77,391,5
655,78,387,5
663,78,389,5
662,79,390,5
660,77,389,5
660,78,390,5
660,79,390,5
665,77,391,5
661,80,391,5
673,78,395,5
661,78,389,5
658,77,390,5
661,79,389,5
662,77,390,5
662,75,391,5
661,79,389,5
663,79,391,5
662,78,391,5
662,80,391,5
661,79,391,5
667,77,393,5
660,79,392,5
659,78,390,5
663,78,391,5
661,79,390,5
657,79,391,5
656,78,393,5
657,79,406,5
657,80,392,5
657,79,393,5
657,79,390,5
656,79,393,5
656,80,392,5
656,80,393,5
657,79,390,5
658,80,393,5
659,78,393,5
657,80,391,5
666,80,394,5
662,79,391,5
661,79,393,5
658,80,391,5
661,80,398,5
665,80,391,5
665,80,373,5
669,80,405,5
663,80,384,5
659,79,389,5
659,80,390,5
667,80,391,5
666,80,389,5
666,80,391,5
667,80,391,5
665,79,390,5
667,83,390,5
665,80,391,5
668,80,390,5
663,80,391,5
665,80,392,5
666,80,390,5
666,79,395,5
665,80,392,5
665,80,393,5
661,80,395,5
666,80,393,5
666,80,395,5
668,80,394,5
666,80,394,5
667,80,395,5
666,80,397,5
667,80,393,5
669,80,391,5
662,80,394,5
663,80,394,5
642,80,390,5
663,80,390,5
667,80,394,5
667,80,395,5
670,79,394,5
667,80,393,5
668,80,394,5
671,91,393,5
675,80,395,5
672,80,400,5
670,80,395,5
673,79,400,5
672,80,393,5
669,80,398,5
668,85,394,5
666,80,395,5
665,80,418,5
667,79,397,5
669,79,398,5
667,79,396,5
669,80,395,5
670,79,398,5
667,80,396,5
667,80,398,5
666,80,396,5
667,80,398,5
667,80,396,5
667,80,394,5
668,79,398,5
664,80,396,5
672,80,398,5
675,80,398,5
673,80,398,5
679,81,398,5
679,80,398,5
673,80,397,5
675,80,398,5
675,80,398,5
671,81,400,5
675,81,399,5
681,80,399,5
675,80,400,5
679,80,399,5
674,80,400,5
672,81,400,5
677,80,401,5
677,81,399,5
671,80,400,5
669,80,400,5
671,80,400,5
666,75,398,5
687,80,399,5
688,80,417,5
686,81,400,5
666,75,400,5
667,80,399,5
677,80,400,5
673,80,400,5
667,80,399,5
655,80,400,5
673,80,399,5
674,61,399,5
672,80,398,5
673,81,400,5
677,80,399,5
678,82,400,5
676,80,400,5
678,80,400,5
675,80,399,5
677,80,400,5
693,80,400,5
677,80,400,5
679,78,400,5
674,80,400,5
670,80,400,5
675,80,399,5
672,80,400,5
666,80,400,5
677,80,399,5
677,80,400,5
678,79,398,5
680,79,401,5
682,80,400,5
685,80,400,5
681,80,400,5
685,80,400,5
681,80,398,5
683,80,399,5
653,80,399,5
683,80,400,5
681,77,400,5
683,80,399,5
677,80,400,5
682,80,400,5
683,80,400,5
684,80,400,5
681,80,399,5
682,80,397,5
681,80,400,5
679,80,399,5
678,80,394,5
671,80,397,5
673,80,395,5
672,80,395,5
672,80,418,5
669,81,397,5
675,79,398,5
675,80,396,5
679,77,395,5
683,80,395,5
686,80,397,5
685,81,395,5
687,80,395,5
688,80,398,5
681,80,397,5
685,80,395,5
683,80,395,5
685,81,400,5
685,80,397,5
681,80,399,5
683,80,392,5
685,80,397,5
681,81,399,5
682,82,400,5
685,80,400,5
682,80,400,5
684,80,400,5
683,81,399,5
679,80,395,5
679,81,398,5
682,87,399,5
683,80,397,5
681,81,399,5
679,80,400,5
673,80,399,5
679,80,400,5
679,80,399,5
684,82,400,5
682,81,395,5
682,81,399,5
684,81,397,5
683,80,400,5
683,80,400,5
681,80,400,5
687,80,400,5
691,80,400,5
692,81,400,5
690,81,401,5
693,81,400,5
693,80,400,5
693,80,400,5
695,80,407,5
694,80,400,5
692,81,400,5
695,81,400,5
693,81,401,5
693,81,400,5
694,81,401,5
695,82,396,5
695,80,401,5
695,82,400,5
691,80,401,5
695,81,400,5
691,81,400,5
688,81,402,5
688,80,402,5
689,81,401,5
691,80,400,5
690,81,400,5
688,80,398,5
690,82,402,5
690,81,400,5
691,81,400,5
693,80,400,5
691,81,400,5
692,82,401,5
690,80,395,5
691,81,400,5
692,81,401,5
691,80,401,5
695,81,400,5
694,80,401,5
272,176,80,6
272,178,110,6
272,177,78,6
272,177,72,6
272,176,80,6
272,176,79,6
272,176,69,6
272,172,79,6
272,174,80,6
272,171,80,6
272,174,80,6
272,175,71,6
275,176,79,6
272,176,82,6
272,176,80,6
272,178,76,6
271,177,79,6
271,178,80,6
272,178,80,6
273,179,81,6
272,177,82,6
273,181,69,6
273,179,78,6
272,179,79,6
272,179,80,6
272,185,72,6
277,181,76,6
273,179,76,6
273,181,77,6
273,178,79,6
275,182,82,6
272,182,80,6
272,180,80,6
272,181,83,6
272,182,80,6
272,183,75,6
272,182,86,6
272,182,98,6
272,182,80,6
272,182,76,6
272,181,83,6
276,183,78,6
273,180,83,6
272,179,82,6
275,182,80,6
274,182,81,6
272,179,82,6
272,181,82,6
274,181,82,6
272,181,80,6
272,183,81,6
275,182,82,6
275,182,82,6
277,182,87,6
278,182,85,6
277,182,88,6
277,183,90,6
275,182,87,6
277,183,88,6
278,183,87,6
276,182,87,6
278,183,85,6
277,182,86,6
277,183,90,6
275,185,86,6
279,182,85,6
275,183,83,6
277,185,86,6
273,182,85,6
277,182,85,6
277,181,85,6
283,182,85,6
279,181,84,6
279,181,87,6
277,181,86,6
281,181,86,6
284,183,86,6
285,182,87,6
283,183,89,6
279,183,89,6
283,186,87,6
285,181,84,6
282,182,90,6
285,182,85,6
283,185,83,6
304,181,84,6
285,183,87,6
284,185,84,6
282,186,89,6
279,182,90,6
283,182,90,6
282,183,89,6
285,185,90,6
282,182,89,6
284,187,87,6
283,182,84,6
285,183,85,6
284,183,89,6
283,184,86,6
281,186,87,6
285,183,86,6
281,183,84,6
279,187,82,6
283,186,90,6
283,185,83,6
284,186,86,6
285,186,86,6
284,186,85,6
283,187,82,6
284,187,90,6
283,186,88,6
287,185,86,6
286,187,87,6
286,183,87,6
288,186,83,6
288,185,83,6
288,183,86,6
287,185,87,6
290,182,86,6
287,188,87,6
289,187,86,6
294,186,85,6
288,186,85,6
289,187,85,6
288,187,89,6
289,188,89,6
288,186,90,6
291,187,86,6
288,185,88,6
290,187,83,6
288,184,86,6
288,187,87,6
288,189,87,6
290,186,88,6
288,187,84,6
289,189,89,6
285,187,90,6
286,190,89,6
289,190,91,6
289,187,89,6
288,187,88,6
289,187,86,6
290,188,90,6
289,189,86,6
290,185,90,6
288,187,90,6
286,183,90,6
287,188,90,6
288,196,83,6
288,188,86,6
288,187,86,6
288,189,89,6
286,191,86,6
288,188,87,6
287,188,89,6
287,188,92,6
287,189,91,6
290,187,89,6
288,190,93,6
289,189,84,6
294,189,90,6
289,189,90,6
287,188,77,6
288,189,85,6
285,189,78,6
288,189,81,6
291,191,79,6
289,189,95,6
289,190,93,6
288,189,93,6
288,190,94,6
289,190,98,6
287,189,91,6
289,189,87,6
290,190,98,6
291,191,95,6
288,189,96,6
289,191,90,6
288,192,97,6
290,190,96,6
291,190,91,6
290,192,93,6
287,191,95,6
290,192,94,6
289,191,98,6
291,190,91,6
290,190,96,6
290,191,97,6
288,191,96,6
286,189,94,6
286,190,93,6
287,190,87,6
288,192,92,6
289,192,95,6
291,190,98,6
290,192,98,6
288,191,93,6
288,191,93,6
290,191,94,6
288,190,97,6
288,179,96,6
288,191,96,6
289,191,93,6
291,189,96,6
290,190,95,6
289,191,97,6
291,191,97,6
289,191,96,6
291,192,97,6
292,192,97,6
293,192,95,6
289,190,97,6
290,191,87,6
291,192,98,6
289,191,97,6
292,192,98,6
290,192,79,6
291,191,97,6
291,191,96,6
294,191,96,6
288,192,98,6
290,192,94,6
291,190,94,6
285,189,94,6
291,192,95,6
292,190,96,6
295,191,94,6
291,191,96,6
295,193,95,6
294,192,96,6
291,192,98,6
289,191,94,6
291,192,98,6
291,192,96,6
301,191,96,6
293,192,96,6
292,191,97,6
291,192,97,6
293,192,97,6
290,191,96,6
293,192,97,6
293,192,99,6
293,192,99,6
292,199,97,6
293,192,96,6
289,191,96,6
293,192,98,6
292,189,98,6
285,190,96,6
294,192,95,6
293,211,97,6
295,192,99,6
294,192,101,6
294,192,99,6
293,192,99,6
295,192,99,6
292,192,99,6
293,193,97,6
294,192,97,6
295,191,99,6
295,192,99,6
294,193,100,6
297,192,99,6
295,192,98,6
294,192,97,6
294,192,95,6
295,192,104,6
296,192,97,6
294,192,96,6
295,194,97,6
292,192,97,6
291,192,96,6
294,192,96,6
295,192,97,6
294,193,101,6
293,193,99,6
293,192,101,6
299,192,99,6
295,192,97,6
293,192,99,6
294,192,98,6
294,192,100,6
296,192,98,6
293,192,98,6
299,192,102,6
297,192,98,6
296,193,99,6
295,192,99,6
294,192,101,6
297,192,97,6
295,193,97,6
298,192,100,6
296,192,99,6
294,192,97,6
297,194,99,6
295,192,104,6
300,194,101,6
295,192,103,6
295,192,99,6
298,192,100,6
295,192,101,6
295,192,101,6
293,192,101,6
297,192,102,6
294,190,102,6
298,192,99,6
297,194,102,6
298,192,99,6
297,194,102,6
304,192,103,6
295,193,101,6
298,192,102,6
297,192,103,6
295,193,107,6
299,193,103,6
299,192,104,6
298,193,102,6
297,193,104,6
297,195,101,6
295,192,101,6
297,192,102,6
299,194,100,6
295,195,104,6
297,192,103,6
298,192,102,6
297,193,102,6
299,193,101,6
299,194,94,6
295,193,101,6
295,195,105,6
297,194,102,6
298,193,103,6
299,196,103,6
299,194,103,6
301,205,105,6
302,194,102,6
299,193,101,6
298,194,102,6
299,194,101,6
299,194,102,6
295,193,103,6
299,195,102,6
299,196,106,6
298,195,105,6
300,194,105,6
298,195,103,6
297,193,105,6
301,195,105,6
299,195,102,6
299,193,99,6
298,196,100,6
299,195,100,6
299,193,99,6
299,194,99,6
301,195,93,6
298,195,99,6
299,193,101,6
297,195,102,6
300,195,101,6
298,194,99,6
299,194,101,6
303,195,122,6
301,196,101,6
301,194,102,6
299,194,101,6
297,195,102,6
300,194,99,6
299,195,100,6
298,193,102,6
299,194,103,6
297,193,99,6
299,195,101,6
286,195,100,6
299,194,99,6
299,194,99,6
299,196,99,6
300,195,103,6
301,194,102,6
299,194,101,6
293,195,102,6
299,195,99,6
300,204,99,6
302,195,101,6
299,194,101,6
298,195,101,6
300,194,101,6
282,194,101,6
297,193,102,6
301,175,100,6
297,194,101,6
299,194,107,6
298,194,101,6
298,196,101,6
298,193,105,6
298,195,108,6
297,198,102,6
294,193,100,6
299,195,93,6
298,194,105,6
298,195,100,6
299,195,101,6
299,193,101,6
298,194,104,6
301,197,101,6
301,195,103,6
301,195,99,6
299,195,102,6
298,193,103,6
302,195,103,6
300,195,101,6
299,195,103,6
301,196,101,6
301,196,102,6
299,176,99,6
298,196,105,6
301,195,105,6
301,197,100,6
299,194,101,6
299,195,102,6
301,195,103,6
301,197,106,6
299,198,101,6
299,195,87,6
301,196,101,6
298,196,102,6
300,197,102,6
302,195,102,6
300,195,101,6
300,195,102,6
303,196,101,6
300,195,102,6
301,197,99,6
302,196,103,6
305,197,105,6
301,196,102,6
302,196,101,6
300,197,102,6
302,197,101,6
299,198,104,6
300,197,104,6
299,197,101,6
303,196,101,6
302,199,102,6
301,194,102,6
301,198,101,6
299,198,101,6
301,198,100,6
320,198,102,6
299,197,101,6
301,192,102,6
302,197,105,6
298,195,106,6
301,198,102,6
301,198,103,6
301,195,102,6
302,197,102,6
301,197,102,6
301,195,101,6
300,196,103,6
303,198,105,6
302,197,103,6
301,198,103,6
300,198,105,6
299,197,105,6
303,197,106,6
299,198,96,6
300,197,106,6
299,197,103,6
302,195,103,6
301,197,106,6
294,199,103,6
297,197,103,6
297,196,105,6
295,197,103,6
297,195,106,6
294,198,105,6
299,199,103,6
298,197,106,6
301,196,105,6
299,196,103,6
295,196,105,6
287,196,102,6
299,198,102,6
299,195,103,6
298,196,103,6
299,196,95,6
298,198,103,6
298,195,103,6
299,196,101,6
297,196,103,6
297,190,106,6
297,196,104,6
